"AGE","AGE_ADJUSTED_RATE","CRUDE_RATE","EVENT_TYPE","RACE","SEX","SITE","YEAR","COUNT","POPULATION"
"0-19",4.8,4.8,"Incidence","White","Male and Female","Leukemia","2006",3026,63273060
"0-19",4.8,4.8,"Incidence","White","Male and Female","Leukemia","2007",3054,63389787
"0-19",4.9,4.9,"Incidence","White","Male and Female","Leukemia","2008",3127,63459425
"0-19",4.9,4.9,"Incidence","White","Male and Female","Leukemia","2009",3103,63374935
"0-19",4.9,4.9,"Incidence","White","Male and Female","Leukemia","2010",3088,63139890
"0-19",5,5,"Incidence","White","Male and Female","Leukemia","2011",3153,62801776
"0-19",4.7,4.7,"Incidence","White","Male and Female","Leukemia","2012",2947,62453949
"0-19",4.7,4.7,"Incidence","White","Male and Female","Leukemia","2013",2918,62177250
"0-19",4.8,4.8,"Incidence","White","Male and Female","Leukemia","2013-2017",14814,309264654
"0-19",4.8,4.8,"Incidence","White","Male and Female","Leukemia","2014",2976,61967757
"0-19",5,5,"Incidence","White","Male and Female","Leukemia","2015",3104,61826541
"0-19",4.9,4.9,"Incidence","White","Male and Female","Leukemia","2016",3037,61720002
"0-19",4.5,4.5,"Incidence","White","Male and Female","Leukemia","2017",2779,61573104
"0-19",1.1,1.1,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","1999",668,61399680
"0-19",1.2,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2000",723,61667626
"0-19",1.2,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2001",725,62555219
"0-19",1.2,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2002",737,62618781
"0-19",1.1,1.1,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2003",700,63122279
"0-19",1.1,1.1,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2004",702,63220422
"0-19",1.1,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2005",729,63222962
"0-19",1.1,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2006",728,63273060
"0-19",1.2,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2007",769,63389787
"0-19",1.1,1.1,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2008",725,63459425
"0-19",1.1,1.1,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2009",719,63374935
"0-19",1.1,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2010",730,63139890
"0-19",1.1,1.1,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2011",718,62801776
"0-19",1.2,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2012",769,62453949
"0-19",1.1,1.1,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2013",715,62177250
"0-19",1.2,1.3,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2013-2017",3870,309264654
"0-19",1.3,1.3,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2014",836,61967757
"0-19",1.2,1.3,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2015",776,61826541
"0-19",1.3,1.3,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2016",804,61720002
"0-19",1.2,1.2,"Incidence","White","Male and Female","Non-Hodgkin Lymphoma","2017",739,61573104
"0-19",4.3,4.3,"Incidence","White","Male and Female","Other","1999",2660,61399680
"0-19",4.5,4.5,"Incidence","White","Male and Female","Other","2000",2757,61667626
"0-19",4.8,4.9,"Incidence","White","Male and Female","Other","2001",3044,62555219
"0-19",4.9,4.9,"Incidence","White","Male and Female","Other","2002",3095,62618781
"0-19",4.9,4.9,"Incidence","White","Male and Female","Other","2003",3119,63122279
"0-19",5.2,5.2,"Incidence","White","Male and Female","Other","2004",3316,63220422
"0-19",5.1,5.2,"Incidence","White","Male and Female","Other","2005",3289,63222962
"0-19",4.9,5,"Incidence","White","Male and Female","Other","2006",3161,63273060
"0-19",5.1,5.2,"Incidence","White","Male and Female","Other","2007",3291,63389787
"0-19",5.1,5.2,"Incidence","White","Male and Female","Other","2008",3289,63459425
"0-19",5.1,5.2,"Incidence","White","Male and Female","Other","2009",3300,63374935
"0-19",5.7,5.8,"Incidence","White","Male and Female","Other","2010",3665,63139890
"0-19",5.7,5.8,"Incidence","White","Male and Female","Other","2011",3634,62801776
"0-19",5.9,6,"Incidence","White","Male and Female","Other","2012",3719,62453949
"0-19",5.9,5.9,"Incidence","White","Male and Female","Other","2013",3681,62177250
"0-19",6.1,6.2,"Incidence","White","Male and Female","Other","2013-2017",19090,309264654
"0-19",6.1,6.1,"Incidence","White","Male and Female","Other","2014",3789,61967757
"0-19",6.5,6.6,"Incidence","White","Male and Female","Other","2015",4071,61826541
"0-19",6.3,6.3,"Incidence","White","Male and Female","Other","2016",3897,61720002
"0-19",5.9,5.9,"Incidence","White","Male and Female","Other","2017",3652,61573104
"0-19",0.9,0.9,"Incidence","White","Male and Female","Soft Tissue","1999",562,61399680
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2000",649,61667626
"0-19",1,1,"Incidence","White","Male and Female","Soft Tissue","2001",647,62555219
"0-19",1,1.1,"Incidence","White","Male and Female","Soft Tissue","2002",659,62618781
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2003",685,63122279
"0-19",1,1.1,"Incidence","White","Male and Female","Soft Tissue","2004",664,63220422
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2005",686,63222962
"0-19",1,1,"Incidence","White","Male and Female","Soft Tissue","2006",651,63273060
"0-19",1.1,1.2,"Incidence","White","Male and Female","Soft Tissue","2007",730,63389787
"0-19",1.1,1.2,"Incidence","White","Male and Female","Soft Tissue","2008",731,63459425
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2009",721,63374935
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2010",682,63139890
"0-19",1,1,"Incidence","White","Male and Female","Soft Tissue","2011",639,62801776
"0-19",1,1,"Incidence","White","Male and Female","Soft Tissue","2012",637,62453949
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2013",660,62177250
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2013-2017",3384,309264654
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2014",701,61967757
"0-19",1.2,1.2,"Incidence","White","Male and Female","Soft Tissue","2015",719,61826541
"0-19",1.1,1.1,"Incidence","White","Male and Female","Soft Tissue","2016",662,61720002
"0-19",1,1,"Incidence","White","Male and Female","Soft Tissue","2017",642,61573104
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","1999",109,39015588
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2000",126,39270155
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2001",120,39416105
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2002",135,39550686
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2003",122,39692016
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2004",118,39865121
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2005",91,39998876
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2006",108,40165421
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2007",118,40382360
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2008",107,40576293
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2009",92,40670476
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Lymphocytic","2010",105,40632802
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2011",99,40459979
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2012",81,40305950
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2013",88,40209737
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2013-2017",404,200815055
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2014",76,40151698
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2015",86,40146685
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Lymphocytic","2016",94,40165280
"0-19",0.1,0.1,"Mortality","All Races","Female","Acute Lymphocytic","2017",60,40141655
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Myeloid","1999",106,39015588
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2000",95,39270155
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Myeloid","2001",113,39416105
"0-19",0.3,0.3,"Mortality","All Races","Female","Acute Myeloid","2002",100,39550686
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2003",94,39692016
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2004",96,39865121
"0-19",0.2,0.3,"Mortality","All Races","Female","Acute Myeloid","2005",101,39998876
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2006",90,40165421
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2007",89,40382360
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2008",100,40576293
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2009",78,40670476
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2010",86,40632802
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2011",79,40459979
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2012",89,40305950
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2013",88,40209737
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2013-2017",394,200815055
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2014",63,40151698
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2015",76,40146685
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2016",79,40165280
"0-19",0.2,0.2,"Mortality","All Races","Female","Acute Myeloid","2017",88,40141655
"0-19",2.5,2.5,"Mortality","All Races","Female","All Cancer Sites Combined","1999",977,39015588
"0-19",2.5,2.5,"Mortality","All Races","Female","All Cancer Sites Combined","2000",973,39270155
"0-19",2.5,2.5,"Mortality","All Races","Female","All Cancer Sites Combined","2001",986,39416105
"0-19",2.5,2.5,"Mortality","All Races","Female","All Cancer Sites Combined","2002",989,39550686
"0-19",2.4,2.4,"Mortality","All Races","Female","All Cancer Sites Combined","2003",943,39692016
"0-19",2.4,2.4,"Mortality","All Races","Female","All Cancer Sites Combined","2004",967,39865121
"0-19",2.3,2.3,"Mortality","All Races","Female","All Cancer Sites Combined","2005",922,39998876
"0-19",2.2,2.2,"Mortality","All Races","Female","All Cancer Sites Combined","2006",866,40165421
"0-19",2.3,2.3,"Mortality","All Races","Female","All Cancer Sites Combined","2007",944,40382360
"0-19",2.2,2.2,"Mortality","All Races","Female","All Cancer Sites Combined","2008",909,40576293
"0-19",2.2,2.2,"Mortality","All Races","Female","All Cancer Sites Combined","2009",878,40670476
"0-19",2.1,2.1,"Mortality","All Races","Female","All Cancer Sites Combined","2010",855,40632802
"0-19",2,2,"Mortality","All Races","Female","All Cancer Sites Combined","2011",828,40459979
"0-19",2.1,2.1,"Mortality","All Races","Female","All Cancer Sites Combined","2012",851,40305950
"0-19",2.1,2.1,"Mortality","All Races","Female","All Cancer Sites Combined","2013",863,40209737
"0-19",2,2,"Mortality","All Races","Female","All Cancer Sites Combined","2013-2017",4084,200815055
"0-19",2,2,"Mortality","All Races","Female","All Cancer Sites Combined","2014",787,40151698
"0-19",2,2,"Mortality","All Races","Female","All Cancer Sites Combined","2015",813,40146685
"0-19",2,2,"Mortality","All Races","Female","All Cancer Sites Combined","2016",820,40165280
"0-19",2,2,"Mortality","All Races","Female","All Cancer Sites Combined","2017",801,40141655
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","1999",92,39015588
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2000",76,39270155
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2001",75,39416105
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2002",83,39550686
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2003",64,39692016
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2004",71,39865121
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2005",91,39998876
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2006",75,40165421
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2007",80,40382360
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2008",83,40576293
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2009",86,40670476
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2010",74,40632802
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2011",67,40459979
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2012",73,40305950
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2013",75,40209737
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2013-2017",387,200815055
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2014",81,40151698
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2015",79,40146685
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2016",80,40165280
"0-19",0.2,0.2,"Mortality","All Races","Female","Bones and Joints","2017",72,40141655
"0-19",0.7,0.7,"Mortality","All Races","Female","Brain and Other Nervous System","1999",259,39015588
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2000",238,39270155
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2001",252,39416105
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2002",244,39550686
"0-19",0.7,0.7,"Mortality","All Races","Female","Brain and Other Nervous System","2003",269,39692016
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2004",254,39865121
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2005",246,39998876
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2006",237,40165421
"0-19",0.7,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2007",261,40382360
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2008",243,40576293
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2009",241,40670476
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2010",226,40632802
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2011",242,40459979
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2012",252,40305950
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2013",244,40209737
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2013-2017",1210,200815055
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2014",245,40151698
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2015",234,40146685
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2016",238,40165280
"0-19",0.6,0.6,"Mortality","All Races","Female","Brain and Other Nervous System","2017",249,40141655
"0-19",0,0,"Mortality","All Races","Female","Hodgkin Lymphoma","1999",17,39015588
"0-19",0,0,"Mortality","All Races","Female","Hodgkin Lymphoma","2000",19,39270155
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2001",NA,39416105
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2002",NA,39550686
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2003",NA,39692016
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2004",NA,39865121
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2005",NA,39998876
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2006",NA,40165421
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2007",NA,40382360
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2008",NA,40576293
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2009",NA,40670476
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2010",NA,40632802
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2011",NA,40459979
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2012",NA,40305950
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2013",NA,40209737
"0-19",0,0,"Mortality","All Races","Female","Hodgkin Lymphoma","2013-2017",22,200815055
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2014",NA,40151698
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2015",NA,40146685
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2016",NA,40165280
"0-19",NA,NA,"Mortality","All Races","Female","Hodgkin Lymphoma","2017",NA,40141655
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","1999",30,39015588
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2000",26,39270155
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2001",39,39416105
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2002",27,39550686
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2003",34,39692016
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2004",33,39865121
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2005",31,39998876
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2006",25,40165421
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2007",27,40382360
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2008",29,40576293
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2009",26,40670476
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2010",24,40632802
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2011",23,40459979
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2012",24,40305950
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2013",21,40209737
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2013-2017",106,200815055
"0-19",NA,NA,"Mortality","All Races","Female","Kidney and Renal Pelvis","2014",NA,40151698
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2015",23,40146685
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2016",22,40165280
"0-19",0.1,0.1,"Mortality","All Races","Female","Kidney and Renal Pelvis","2017",26,40141655
"0-19",0.8,0.8,"Mortality","All Races","Female","Leukemia","1999",293,39015588
"0-19",0.8,0.8,"Mortality","All Races","Female","Leukemia","2000",302,39270155
"0-19",0.8,0.8,"Mortality","All Races","Female","Leukemia","2001",318,39416105
"0-19",0.7,0.7,"Mortality","All Races","Female","Leukemia","2002",296,39550686
"0-19",0.7,0.7,"Mortality","All Races","Female","Leukemia","2003",284,39692016
"0-19",0.7,0.7,"Mortality","All Races","Female","Leukemia","2004",278,39865121
"0-19",0.6,0.6,"Mortality","All Races","Female","Leukemia","2005",258,39998876
"0-19",0.6,0.6,"Mortality","All Races","Female","Leukemia","2006",259,40165421
"0-19",0.7,0.7,"Mortality","All Races","Female","Leukemia","2007",278,40382360
"0-19",0.7,0.7,"Mortality","All Races","Female","Leukemia","2008",282,40576293
"0-19",0.6,0.6,"Mortality","All Races","Female","Leukemia","2009",231,40670476
"0-19",0.6,0.6,"Mortality","All Races","Female","Leukemia","2010",250,40632802
"0-19",0.6,0.6,"Mortality","All Races","Female","Leukemia","2011",226,40459979
"0-19",0.6,0.6,"Mortality","All Races","Female","Leukemia","2012",224,40305950
"0-19",0.6,0.6,"Mortality","All Races","Female","Leukemia","2013",231,40209737
"0-19",0.5,0.5,"Mortality","All Races","Female","Leukemia","2013-2017",1036,200815055
"0-19",0.5,0.5,"Mortality","All Races","Female","Leukemia","2014",184,40151698
"0-19",0.5,0.5,"Mortality","All Races","Female","Leukemia","2015",208,40146685
"0-19",0.5,0.5,"Mortality","All Races","Female","Leukemia","2016",219,40165280
"0-19",0.5,0.5,"Mortality","All Races","Female","Leukemia","2017",194,40141655
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","1999",37,39015588
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2000",36,39270155
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2001",27,39416105
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2002",40,39550686
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2003",38,39692016
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2004",33,39865121
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2005",24,39998876
"0-19",0,0,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2006",19,40165421
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2007",28,40382360
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2008",22,40576293
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2009",33,40670476
"0-19",0,0,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2010",20,40632802
"0-19",0,0,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2011",20,40459979
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2012",27,40305950
"0-19",0,0,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2013",18,40209737
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2013-2017",104,200815055
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2014",23,40151698
"0-19",0.1,0.1,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2015",31,40146685
"0-19",0,0,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2016",18,40165280
"0-19",NA,NA,"Mortality","All Races","Female","Non-Hodgkin Lymphoma","2017",NA,40141655
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","1999",189,39015588
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2000",207,39270155
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2001",202,39416105
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2002",215,39550686
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2003",182,39692016
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2004",205,39865121
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2005",177,39998876
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2006",188,40165421
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2007",189,40382360
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2008",170,40576293
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2009",171,40670476
"0-19",0.5,0.5,"Mortality","All Races","Female","Other","2010",194,40632802
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2011",177,40459979
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2012",170,40305950
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2013",177,40209737
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2013-2017",834,200815055
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2014",173,40151698
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2015",161,40146685
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2016",160,40165280
"0-19",0.4,0.4,"Mortality","All Races","Female","Other","2017",163,40141655
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","1999",60,39015588
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2000",69,39270155
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2001",60,39416105
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2002",71,39550686
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2003",62,39692016
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2004",81,39865121
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2005",87,39998876
"0-19",0.1,0.1,"Mortality","All Races","Female","Soft Tissue","2006",56,40165421
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2007",68,40382360
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2008",73,40576293
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2009",81,40670476
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2010",63,40632802
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2011",68,40459979
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2012",74,40305950
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2013",91,40209737
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2013-2017",385,200815055
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2014",65,40151698
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2015",74,40146685
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2016",80,40165280
"0-19",0.2,0.2,"Mortality","All Races","Female","Soft Tissue","2017",75,40141655
"0-19",0.4,0.4,"Mortality","All Races","Male","Acute Lymphocytic","1999",176,41024382
"0-19",0.5,0.5,"Mortality","All Races","Male","Acute Lymphocytic","2000",206,41304641
"0-19",0.5,0.5,"Mortality","All Races","Male","Acute Lymphocytic","2001",193,41490436
"0-19",0.4,0.5,"Mortality","All Races","Male","Acute Lymphocytic","2002",188,41622714
"0-19",0.5,0.5,"Mortality","All Races","Male","Acute Lymphocytic","2003",206,41733800
"0-19",0.4,0.4,"Mortality","All Races","Male","Acute Lymphocytic","2004",177,41889233
"0-19",0.4,0.4,"Mortality","All Races","Male","Acute Lymphocytic","2005",176,42006384
"0-19",0.4,0.4,"Mortality","All Races","Male","Acute Lymphocytic","2006",158,42158997
"0-19",0.4,0.4,"Mortality","All Races","Male","Acute Lymphocytic","2007",176,42367071
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2008",146,42541971
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2009",148,42609915
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2010",125,42549101
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2011",124,42367731
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2012",138,42177631
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2013",109,42037054
"0-19",0.3,0.3,"Mortality","All Races","Male","Acute Lymphocytic","2013-2017",605,209799727
